Date_As_Of,Rank_As_Of,YTD_Rank,Last_Week_Rank,Title,Type,Netflix_Exclusive,Release_Date,Days_in_top_10,Viewership_Score
2021-02-20,8,7,8,Cocomelon,TV Show,,01-Jun-20,125,361
2021-02-20,9,-,-,Tribes of Europa,TV Show,Yes,19-Feb-21,1,2
2021-02-20,10,10,10,Bridgerton,TV Show,Yes,25-Dec-20,57,431
2021-02-21,1,1,-,I Care a Lot.,Movie,Yes,19-Feb-21,2,20
2021-02-21,2,2,-,Behind Her Eyes,TV Show,Yes,17-Feb-21,4,33
2021-02-21,3,3,-,Good Girls,TV Show,,01-Jan-19,5,43
2021-02-21,4,4,4,iCarly,TV Show,,08-Feb-21,13,103
2021-02-21,5,5,1,Crime Scene: The Vanishing …,TV Show,Yes,10-Feb-21,11,97
2021-02-21,6,6,3,Firefly Lane,TV Show,Yes,03-Feb-21,18,148
2021-02-21,7,9,-,Tribes of Europa,TV Show,Yes,19-Feb-21,2,6
2021-02-21,8,7,-,The Crew,TV Show,Yes,15-Feb-21,6,31
2021-02-21,9,8,10,Cocomelon,TV Show,,01-Jun-20,126,363
2021-02-21,10,10,8,Bridgerton,TV Show,Yes,25-Dec-20,58,432
2021-02-22,1,1,-,I Care a Lot.,Movie,Yes,19-Feb-21,3,30
2021-02-22,2,2,-,Behind Her Eyes,TV Show,Yes,17-Feb-21,5,42
2021-02-22,3,3,-,Good Girls,TV Show,,01-Jan-19,6,51
2021-02-22,4,4,4,iCarly,TV Show,,08-Feb-21,14,110
2021-02-22,5,5,1,Crime Scene: The Vanishing …,TV Show,Yes,10-Feb-21,12,103
2021-02-22,6,6,3,Firefly Lane,TV Show,Yes,03-Feb-21,19,153
2021-02-22,7,-,-,The Conjuring 2,Movie,,21-Feb-21,1,4
2021-02-22,8,7,-,Tribes of Europa,TV Show,Yes,19-Feb-21,3,9
2021-02-22,9,8,-,The Crew,TV Show,Yes,15-Feb-21,7,33
2021-02-22,10,9,10,Cocomelon,TV Show,,01-Jun-20,127,364
2021-02-23,1,1,-,I Care a Lot.,Movie,Yes,19-Feb-21,4,40
2021-02-23,2,2,-,Behind Her Eyes,TV Show,Yes,17-Feb-21,6,51
2021-02-23,3,3,-,Good Girls,TV Show,,01-Jan-19,7,59
2021-02-23,4,4,2,iCarly,TV Show,,08-Feb-21,15,117
2021-02-23,5,6,3,Firefly Lane,TV Show,Yes,03-Feb-21,20,159
2021-02-23,6,7,-,The Conjuring 2,Movie,,21-Feb-21,2,9
2021-02-23,7,5,1,Crime Scene: The Vanishing …,TV Show,Yes,10-Feb-21,13,107
2021-02-23,8,8,-,Tribes of Europa,TV Show,Yes,19-Feb-21,4,12
2021-02-23,9,10,9,Cocomelon,TV Show,,01-Jun-20,128,366
2021-02-23,10,9,5,The Crew,TV Show,Yes,15-Feb-21,8,34
2021-02-24,1,1,-,I Care a Lot.,Movie,Yes,19-Feb-21,5,50
2021-02-24,2,2,-,Behind Her Eyes,TV Show,Yes,17-Feb-21,7,60
2021-02-24,3,3,3,Good Girls,TV Show,,01-Jan-19,8,67
2021-02-24,4,4,2,iCarly,TV Show,,08-Feb-21,16,124
2021-02-24,5,5,4,Firefly Lane,TV Show,Yes,03-Feb-21,21,165
2021-02-24,6,9,8,Cocomelon,TV Show,,01-Jun-20,129,371
2021-02-24,7,7,1,Crime Scene: The Vanishing …,TV Show,Yes,10-Feb-21,14,111
2021-02-24,8,6,-,The Conjuring 2,Movie,,21-Feb-21,3,12
2021-02-24,9,8,-,Tribes of Europa,TV Show,Yes,19-Feb-21,5,14
2021-02-24,10,10,5,The Crew,TV Show,Yes,15-Feb-21,9,35
2021-02-25,1,1,-,I Care a Lot.,Movie,Yes,19-Feb-21,6,60
2021-02-25,2,2,6,Behind Her Eyes,TV Show,Yes,17-Feb-21,8,69
2021-02-25,3,3,1,Good Girls,TV Show,,01-Jan-19,9,75
2021-02-25,4,4,3,iCarly,TV Show,,08-Feb-21,17,131
2021-02-25,5,-,-,Ginny & Georgia,TV Show,Yes,24-Feb-21,1,6
2021-02-25,6,5,5,Firefly Lane,TV Show,Yes,03-Feb-21,22,170
2021-02-25,7,6,9,Cocomelon,TV Show,,01-Jun-20,130,375
2021-02-25,8,7,2,Crime Scene: The Vanishing …,TV Show,Yes,10-Feb-21,15,114
2021-02-25,9,-,-,Age of Samurai: Battle for …,TV Show,Yes,24-Feb-21,1,2
2021-02-25,10,8,-,The Conjuring 2,Movie,,21-Feb-21,4,13
2021-02-26,1,5,-,Ginny & Georgia,TV Show,Yes,24-Feb-21,2,16
2021-02-26,2,1,-,I Care a Lot.,Movie,Yes,19-Feb-21,7,69
2021-02-26,3,2,1,Behind Her Eyes,TV Show,Yes,17-Feb-21,9,77
2021-02-26,4,4,3,iCarly,TV Show,,08-Feb-21,18,138
2021-02-26,5,3,2,Good Girls,TV Show,,01-Jan-19,10,81
2021-02-26,6,9,-,Age of Samurai: Battle for …,TV Show,Yes,24-Feb-21,2,7
2021-02-26,7,6,5,Firefly Lane,TV Show,Yes,03-Feb-21,23,174
2021-02-26,8,7,7,Cocomelon,TV Show,,01-Jun-20,131,378
2021-02-26,9,-,-,Canine Intervention,TV Show,Yes,24-Feb-21,1,2
2021-02-26,10,8,4,Crime Scene: The Vanishing …,TV Show,Yes,10-Feb-21,16,115
2021-02-27,1,1,-,Ginny & Georgia,TV Show,Yes,24-Feb-21,3,26
2021-02-27,2,-,-,Bigfoot Family,Movie,Yes,26-Feb-21,1,9
2021-02-27,3,2,1,I Care a Lot.,Movie,Yes,19-Feb-21,8,77
2021-02-27,4,3,2,Behind Her Eyes,TV Show,Yes,17-Feb-21,10,84
2021-02-27,5,6,-,Age of Samurai: Battle for …,TV Show,Yes,24-Feb-21,3,13
2021-02-27,6,4,4,iCarly,TV Show,,08-Feb-21,19,143
2021-02-27,7,5,3,Good Girls,TV Show,,01-Jan-19,11,85
2021-02-27,8,7,6,Firefly Lane,TV Show,Yes,03-Feb-21,24,177
2021-02-27,9,8,8,Cocomelon,TV Show,,01-Jun-20,132,380
2021-02-27,10,9,-,Canine Intervention,TV Show,Yes,24-Feb-21,2,3
2021-02-28,1,1,-,Ginny & Georgia,TV Show,Yes,24-Feb-21,4,36
2021-02-28,2,2,-,Bigfoot Family,Movie,Yes,26-Feb-21,2,18
2021-02-28,3,3,1,I Care a Lot.,Movie,Yes,19-Feb-21,9,85
2021-02-28,4,5,-,Age of Samurai: Battle for …,TV Show,Yes,24-Feb-21,4,20
2021-02-28,5,4,2,Behind Her Eyes,TV Show,Yes,17-Feb-21,11,90
2021-02-28,6,6,4,iCarly,TV Show,,08-Feb-21,20,148
2021-02-28,7,10,-,Canine Intervention,TV Show,Yes,24-Feb-21,3,7
2021-02-28,8,7,3,Good Girls,TV Show,,01-Jan-19,12,88
2021-02-28,9,8,6,Firefly Lane,TV Show,Yes,03-Feb-21,25,179
2021-02-28,10,9,9,Cocomelon,TV Show,,01-Jun-20,133,381
2021-03-01,1,1,-,Ginny & Georgia,TV Show,Yes,24-Feb-21,5,46
2021-03-01,2,2,-,Bigfoot Family,Movie,Yes,26-Feb-21,3,27
2021-03-01,3,3,1,I Care a Lot.,Movie,Yes,19-Feb-21,10,93
2021-03-01,4,4,-,Age of Samurai: Battle for …,TV Show,Yes,24-Feb-21,5,27
2021-03-01,5,5,2,Behind Her Eyes,TV Show,Yes,17-Feb-21,12,96
2021-03-01,6,6,4,iCarly,TV Show,,08-Feb-21,21,153
2021-03-01,7,8,3,Good Girls,TV Show,,01-Jan-19,13,92
2021-03-01,8,7,-,Canine Intervention,TV Show,Yes,24-Feb-21,4,10
2021-03-01,9,9,6,Firefly Lane,TV Show,Yes,03-Feb-21,26,181
2021-03-01,10,10,10,Cocomelon,TV Show,,01-Jun-20,134,382
2021-03-02,1,1,-,Ginny & Georgia,TV Show,Yes,24-Feb-21,6,56
2021-03-02,2,2,-,Bigfoot Family,Movie,Yes,26-Feb-21,4,36
2021-03-02,3,-,-,Biggie: I Got A Story to Tell,Movie,Yes,01-Mar-21,1,8
2021-03-02,4,5,2,Behind Her Eyes,TV Show,Yes,17-Feb-21,13,103
2021-03-02,5,6,4,iCarly,TV Show,,08-Feb-21,22,159
2021-03-02,6,4,-,Age of Samurai: Battle for …,TV Show,Yes,24-Feb-21,6,32
2021-03-02,7,3,1,I Care a Lot.,Movie,Yes,19-Feb-21,11,97
2021-03-02,8,7,3,Good Girls,TV Show,,01-Jan-19,14,95
2021-03-02,9,10,9,Cocomelon,TV Show,,01-Jun-20,135,384
2021-03-02,10,9,5,Firefly Lane,TV Show,Yes,03-Feb-21,27,182
2021-03-03,1,1,-,Ginny & Georgia,TV Show,Yes,24-Feb-21,7,66
2021-03-03,2,2,-,Bigfoot Family,Movie,Yes,26-Feb-21,5,45
2021-03-03,3,3,-,Biggie: I Got A Story to Tell,Movie,Yes,01-Mar-21,2,16
2021-03-03,4,4,2,Behind Her Eyes,TV Show,Yes,17-Feb-21,14,110
2021-03-03,5,5,4,iCarly,TV Show,,08-Feb-21,23,165
2021-03-03,6,8,3,Good Girls,TV Show,,01-Jan-19,15,100
2021-03-03,7,6,-,Age of Samurai: Battle for …,TV Show,Yes,24-Feb-21,7,36
2021-03-03,8,7,1,I Care a Lot.,Movie,Yes,19-Feb-21,12,100
2021-03-03,9,9,6,Cocomelon,TV Show,,01-Jun-20,136,386
2021-03-03,10,-,-,Step Up Revolution,Movie,,01-Mar-21,1,1
2021-03-04,1,1,5,Ginny & Georgia,TV Show,Yes,24-Feb-21,8,76
2021-03-04,2,-,-,Murder Among the Mormons,TV Show,Yes,03-Mar-21,1,9
2021-03-04,3,2,-,Bigfoot Family,Movie,Yes,26-Feb-21,6,53
2021-03-04,4,3,-,Biggie: I Got A Story to Tell,Movie,Yes,01-Mar-21,3,23
2021-03-04,5,5,4,iCarly,TV Show,,08-Feb-21,24,171
2021-03-04,6,4,2,Behind Her Eyes,TV Show,Yes,17-Feb-21,15,115
2021-03-04,7,-,-,Moxie,Movie,Yes,03-Mar-21,1,4
2021-03-04,8,6,3,Good Girls,TV Show,,01-Jan-19,16,103
2021-03-04,9,9,7,Cocomelon,TV Show,,01-Jun-20,137,388
2021-03-04,10,8,1,I Care a Lot.,Movie,Yes,19-Feb-21,13,101
2021-03-05,1,1,1,Ginny & Georgia,TV Show,Yes,24-Feb-21,9,86
2021-03-05,2,2,-,Murder Among the Mormons,TV Show,Yes,03-Mar-21,2,18
2021-03-05,3,7,-,Moxie,Movie,Yes,03-Mar-21,2,12
2021-03-05,4,3,-,Bigfoot Family,Movie,Yes,26-Feb-21,7,60
2021-03-05,5,5,4,iCarly,TV Show,,08-Feb-21,25,177
2021-03-05,6,6,3,Behind Her Eyes,TV Show,Yes,17-Feb-21,16,120
2021-03-05,7,4,-,Biggie: I Got A Story to Tell,Movie,Yes,01-Mar-21,4,27
2021-03-05,8,9,8,Cocomelon,TV Show,,01-Jun-20,138,391
2021-03-05,9,8,5,Good Girls,TV Show,,01-Jan-19,17,105
2021-03-05,10,-,-,Training Day,Movie,,01-Mar-21,1,1
2021-03-06,1,1,1,Ginny & Georgia,TV Show,Yes,24-Feb-21,10,96
2021-03-06,2,2,-,Murder Among the Mormons,TV Show,Yes,03-Mar-21,3,27
2021-03-06,3,-,-,Sentinelle,Movie,Yes,05-Mar-21,1,8
2021-03-06,4,3,-,Moxie,Movie,Yes,03-Mar-21,3,19
2021-03-06,5,4,2,Bigfoot Family,Movie,Yes,26-Feb-21,8,66
2021-03-06,6,5,6,iCarly,TV Show,,08-Feb-21,26,182
2021-03-06,7,6,4,Behind Her Eyes,TV Show,Yes,17-Feb-21,17,124
2021-03-06,8,10,-,Training Day,Movie,,01-Mar-21,2,4
2021-03-06,9,8,9,Cocomelon,TV Show,,01-Jun-20,139,393
2021-03-06,10,-,-,The Dark Knight,Movie,,01-Mar-21,1,1
2021-03-07,1,1,1,Ginny & Georgia,TV Show,Yes,24-Feb-21,11,106
2021-03-07,2,2,-,Murder Among the Mormons,TV Show,Yes,03-Mar-21,4,36
2021-03-07,3,3,-,Sentinelle,Movie,Yes,05-Mar-21,2,16
2021-03-07,4,4,-,Moxie,Movie,Yes,03-Mar-21,4,26
2021-03-07,5,5,2,Bigfoot Family,Movie,Yes,26-Feb-21,9,72
2021-03-07,6,8,-,Training Day,Movie,,01-Mar-21,3,9
2021-03-07,7,10,-,The Dark Knight,Movie,,01-Mar-21,2,5
2021-03-07,8,7,5,Behind Her Eyes,TV Show,Yes,17-Feb-21,18,127
2021-03-07,9,6,6,iCarly,TV Show,,08-Feb-21,27,184
2021-03-07,10,-,3,I Care a Lot.,Movie,Yes,19-Feb-21,14,102
2021-03-08,1,1,1,Ginny & Georgia,TV Show,Yes,24-Feb-21,12,116
2021-03-08,2,2,-,Murder Among the Mormons,TV Show,Yes,03-Mar-21,5,45
2021-03-08,3,3,-,Sentinelle,Movie,Yes,05-Mar-21,3,24
2021-03-08,4,6,-,Training Day,Movie,,01-Mar-21,4,16
2021-03-08,5,7,-,The Dark Knight,Movie,,01-Mar-21,3,11
2021-03-08,6,4,-,Moxie,Movie,Yes,03-Mar-21,5,31
2021-03-08,7,8,5,Behind Her Eyes,TV Show,Yes,17-Feb-21,19,131
2021-03-08,8,5,2,Bigfoot Family,Movie,Yes,26-Feb-21,10,75
2021-03-08,9,9,6,iCarly,TV Show,,08-Feb-21,28,186
2021-03-08,10,10,3,I Care a Lot.,Movie,Yes,19-Feb-21,15,103
2021-03-09,1,1,1,Ginny & Georgia,TV Show,Yes,24-Feb-21,13,126
2021-03-09,2,2,-,Murder Among the Mormons,TV Show,Yes,03-Mar-21,6,54
2021-03-09,3,9,5,iCarly,TV Show,,08-Feb-21,29,194
2021-03-09,4,4,-,Training Day,Movie,,01-Mar-21,5,23
2021-03-09,5,3,-,Sentinelle,Movie,Yes,05-Mar-21,4,30
2021-03-09,6,-,9,Cocomelon,TV Show,,01-Jun-20,140,398
2021-03-09,7,7,4,Behind Her Eyes,TV Show,Yes,17-Feb-21,20,135
2021-03-09,8,5,-,The Dark Knight,Movie,,01-Mar-21,4,14
2021-03-09,9,-,8,Good Girls,TV Show,,01-Jan-19,18,107
2021-03-09,10,6,-,Moxie,Movie,Yes,03-Mar-21,6,32
2021-03-10,1,1,1,Ginny & Georgia,TV Show,Yes,24-Feb-21,14,136
2021-03-10,2,2,-,Murder Among the Mormons,TV Show,Yes,03-Mar-21,7,63
2021-03-10,3,3,5,iCarly,TV Show,,08-Feb-21,30,202
2021-03-10,4,6,9,Cocomelon,TV Show,,01-Jun-20,141,405
2021-03-10,5,4,-,Training Day,Movie,,01-Mar-21,6,29
2021-03-10,6,-,-,Parker,Movie,,04-Mar-21,1,5
2021-03-10,7,7,4,Behind Her Eyes,TV Show,Yes,17-Feb-21,21,139
2021-03-10,8,8,-,The Dark Knight,Movie,,01-Mar-21,5,17
2021-03-10,9,9,6,Good Girls,TV Show,,01-Jan-19,19,109
2021-03-10,10,10,-,Moxie,Movie,Yes,03-Mar-21,7,33
2021-03-11,1,1,1,Ginny & Georgia,TV Show,Yes,24-Feb-21,15,146
2021-03-11,2,-,-,Last Chance U: Basketball,TV Show,Yes,10-Mar-21,1,9
2021-03-11,3,3,5,iCarly,TV Show,,08-Feb-21,31,210
2021-03-11,4,4,9,Cocomelon,TV Show,,01-Jun-20,142,412
2021-03-11,5,6,-,Parker,Movie,,04-Mar-21,2,11
2021-03-11,6,2,2,Murder Among the Mormons,TV Show,Yes,03-Mar-21,8,68
2021-03-11,7,7,6,Behind Her Eyes,TV Show,Yes,17-Feb-21,22,143
2021-03-11,8,9,8,Good Girls,TV Show,,01-Jan-19,20,112
2021-03-11,9,8,-,The Dark Knight,Movie,,01-Mar-21,6,19
2021-03-11,10,5,-,Training Day,Movie,,01-Mar-21,7,30
2021-03-12,1,1,1,Ginny & Georgia,TV Show,Yes,24-Feb-21,16,156
2021-03-12,2,2,-,Last Chance U: Basketball,TV Show,Yes,10-Mar-21,2,18
2021-03-12,3,3,5,iCarly,TV Show,,08-Feb-21,32,218
2021-03-12,4,4,8,Cocomelon,TV Show,,01-Jun-20,143,419
2021-03-12,5,5,-,Parker,Movie,,04-Mar-21,3,17
2021-03-12,6,-,-,Marriage or Mortgage,TV Show,Yes,10-Mar-21,1,5
2021-03-12,7,7,6,Behind Her Eyes,TV Show,Yes,17-Feb-21,23,147
2021-03-12,8,8,9,Good Girls,TV Show,,01-Jan-19,21,115
2021-03-12,9,6,2,Murder Among the Mormons,TV Show,Yes,03-Mar-21,9,70
2021-03-12,10,9,-,The Dark Knight,Movie,,01-Mar-21,7,20
2021-03-13,1,1,1,Ginny & Georgia,TV Show,Yes,24-Feb-21,17,166
2021-03-13,2,2,-,Last Chance U: Basketball,TV Show,Yes,10-Mar-21,3,27
2021-03-13,3,3,6,iCarly,TV Show,,08-Feb-21,33,226
2021-03-13,4,4,9,Cocomelon,TV Show,,01-Jun-20,144,426
2021-03-13,5,5,-,Parker,Movie,,04-Mar-21,4,23
2021-03-13,6,6,-,Marriage or Mortgage,TV Show,Yes,10-Mar-21,2,10
2021-03-13,7,7,7,Behind Her Eyes,TV Show,Yes,17-Feb-21,24,151
2021-03-13,8,8,-,Good Girls,TV Show,,01-Jan-19,22,118
2021-03-13,9,9,2,Murder Among the Mormons,TV Show,Yes,03-Mar-21,10,72
2021-03-13,10,10,10,The Dark Knight,Movie,,01-Mar-21,8,21
2021-03-14,1,-,-,Yes Day,Movie,Yes,12-Mar-21,1,10
2021-03-14,2,1,1,Ginny & Georgia,TV Show,Yes,24-Feb-21,18,175
2021-03-14,3,-,-,The One,TV Show,Yes,12-Mar-21,1,8
2021-03-14,4,2,-,Last Chance U: Basketball,TV Show,Yes,10-Mar-21,4,34
2021-03-14,5,5,-,Parker,Movie,,04-Mar-21,5,29
2021-03-14,6,6,-,Marriage or Mortgage,TV Show,Yes,10-Mar-21,3,15
2021-03-14,7,4,-,Cocomelon,TV Show,,01-Jun-20,145,430
2021-03-14,8,3,9,iCarly,TV Show,,08-Feb-21,34,229
2021-03-14,9,-,-,Paradise PD,TV Show,Yes,31-Aug-18,1,2
2021-03-14,10,7,8,Behind Her Eyes,TV Show,Yes,17-Feb-21,25,152
2021-03-15,1,1,-,Yes Day,Movie,Yes,12-Mar-21,2,20
2021-03-15,2,2,1,Ginny & Georgia,TV Show,Yes,24-Feb-21,19,184
2021-03-15,3,3,-,The One,TV Show,Yes,12-Mar-21,2,16
2021-03-15,4,4,-,Last Chance U: Basketball,TV Show,Yes,10-Mar-21,5,41
2021-03-15,5,5,-,Parker,Movie,,04-Mar-21,6,35
2021-03-15,6,6,-,Marriage or Mortgage,TV Show,Yes,10-Mar-21,4,20
2021-03-15,7,7,-,Cocomelon,TV Show,,01-Jun-20,146,434
2021-03-15,8,9,-,Paradise PD,TV Show,Yes,31-Aug-18,2,5
2021-03-15,9,10,7,Behind Her Eyes,TV Show,Yes,17-Feb-21,26,154
2021-03-15,10,8,9,iCarly,TV Show,,08-Feb-21,35,230
2021-03-16,1,1,-,Yes Day,Movie,Yes,12-Mar-21,3,30
2021-03-16,2,2,1,Ginny & Georgia,TV Show,Yes,24-Feb-21,20,193
2021-03-16,3,3,-,The One,TV Show,Yes,12-Mar-21,3,24
2021-03-16,4,-,-,The Lost Pirate Kingdom,TV Show,Yes,15-Mar-21,1,7
2021-03-16,5,4,-,Last Chance U: Basketball,TV Show,Yes,10-Mar-21,6,47
2021-03-16,6,7,6,Cocomelon,TV Show,,01-Jun-20,147,439
2021-03-16,7,10,3,iCarly,TV Show,,08-Feb-21,36,234
2021-03-16,8,6,-,Marriage or Mortgage,TV Show,Yes,10-Mar-21,5,23
2021-03-16,9,8,-,Paradise PD,TV Show,Yes,31-Aug-18,3,7
2021-03-16,10,5,-,Parker,Movie,,04-Mar-21,7,36
2021-03-17,1,1,-,Yes Day,Movie,Yes,12-Mar-21,4,40
2021-03-17,2,2,1,Ginny & Georgia,TV Show,Yes,24-Feb-21,21,202
2021-03-17,3,3,-,The One,TV Show,Yes,12-Mar-21,4,32
2021-03-17,4,4,-,The Lost Pirate Kingdom,TV Show,Yes,15-Mar-21,2,14
2021-03-17,5,-,-,Savages,Movie,,16-Mar-21,1,6
2021-03-17,6,5,-,Last Chance U: Basketball,TV Show,Yes,10-Mar-21,7,52
2021-03-17,7,6,4,Cocomelon,TV Show,,01-Jun-20,148,443
2021-03-17,8,7,3,iCarly,TV Show,,08-Feb-21,37,237
2021-03-17,9,8,-,Marriage or Mortgage,TV Show,Yes,10-Mar-21,6,25
2021-03-17,10,9,-,Paradise PD,TV Show,Yes,31-Aug-18,4,8
2021-03-18,1,1,-,Yes Day,Movie,Yes,12-Mar-21,5,50
2021-03-18,2,2,1,Ginny & Georgia,TV Show,Yes,24-Feb-21,22,211
2021-03-18,3,4,-,The Lost Pirate Kingdom,TV Show,Yes,15-Mar-21,3,22
2021-03-18,4,5,-,Savages,Movie,,16-Mar-21,2,13
2021-03-18,5,3,-,The One,TV Show,Yes,12-Mar-21,5,38
2021-03-18,6,-,-,Operation Varsity Blues,Movie,Yes,17-Mar-21,1,5
2021-03-18,7,7,4,Cocomelon,TV Show,,01-Jun-20,149,447
2021-03-18,8,6,2,Last Chance U: Basketball,TV Show,Yes,10-Mar-21,8,55
2021-03-18,9,8,3,iCarly,TV Show,,08-Feb-21,38,239
2021-03-18,10,-,-,The Last Blockbuster,Movie,,15-Mar-21,1,1
2021-03-19,1,1,-,Yes Day,Movie,Yes,12-Mar-21,6,60
2021-03-19,2,2,1,Ginny & Georgia,TV Show,Yes,24-Feb-21,23,220
2021-03-19,3,4,-,Savages,Movie,,16-Mar-21,3,21
2021-03-19,4,3,-,The Lost Pirate Kingdom,TV Show,Yes,15-Mar-21,4,29
2021-03-19,5,-,-,Deadly Illusions,Movie,Yes,18-Mar-21,1,6
2021-03-19,6,5,-,The One,TV Show,Yes,12-Mar-21,6,43
2021-03-19,7,6,-,Operation Varsity Blues,Movie,Yes,17-Mar-21,2,9
2021-03-19,8,7,4,Cocomelon,TV Show,,01-Jun-20,150,450
2021-03-19,9,10,-,The Last Blockbuster,Movie,,15-Mar-21,2,3
2021-03-19,10,9,3,iCarly,TV Show,,08-Feb-21,39,240
2021-03-20,1,1,-,Yes Day,Movie,Yes,12-Mar-21,7,70
2021-03-20,2,5,-,Deadly Illusions,Movie,Yes,18-Mar-21,2,15
2021-03-20,3,3,-,Savages,Movie,,16-Mar-21,4,29
2021-03-20,4,2,1,Ginny & Georgia,TV Show,Yes,24-Feb-21,24,227
2021-03-20,5,7,-,Operation Varsity Blues,Movie,Yes,17-Mar-21,3,15
2021-03-20,6,6,-,The One,TV Show,Yes,12-Mar-21,7,48
2021-03-20,7,4,-,The Lost Pirate Kingdom,TV Show,Yes,15-Mar-21,5,33
2021-03-20,8,8,4,Cocomelon,TV Show,,01-Jun-20,151,453
2021-03-20,9,-,-,Skylines,Movie,,18-Mar-21,1,2
2021-03-20,10,9,-,The Last Blockbuster,Movie,,15-Mar-21,3,4
2021-03-21,1,1,1,Yes Day,Movie,Yes,12-Mar-21,8,80
2021-03-21,2,2,-,Deadly Illusions,Movie,Yes,18-Mar-21,3,24
2021-03-21,3,3,-,Savages,Movie,,16-Mar-21,5,37
2021-03-21,4,4,2,Ginny & Georgia,TV Show,Yes,24-Feb-21,25,234
2021-03-21,5,5,-,Operation Varsity Blues,Movie,Yes,17-Mar-21,4,21
2021-03-21,6,6,3,The One,TV Show,Yes,12-Mar-21,8,53
2021-03-21,7,7,-,The Lost Pirate Kingdom,TV Show,Yes,15-Mar-21,6,37
2021-03-21,8,8,7,Cocomelon,TV Show,,01-Jun-20,152,456
2021-03-21,9,9,-,Skylines,Movie,,18-Mar-21,2,4
2021-03-21,10,10,-,The Last Blockbuster,Movie,,15-Mar-21,4,5
2021-03-22,1,2,-,Deadly Illusions,Movie,Yes,18-Mar-21,4,34
2021-03-22,2,5,-,Operation Varsity Blues,Movie,Yes,17-Mar-21,5,30
2021-03-22,3,1,1,Yes Day,Movie,Yes,12-Mar-21,9,88
2021-03-22,4,4,2,Ginny & Georgia,TV Show,Yes,24-Feb-21,26,241
2021-03-22,5,3,-,Savages,Movie,,16-Mar-21,6,43
2021-03-22,6,-,-,Jiu Jitsu,Movie,,20-Mar-21,1,5
2021-03-22,7,9,-,Skylines,Movie,,18-Mar-21,3,8
2021-03-22,8,6,3,The One,TV Show,Yes,12-Mar-21,9,56
2021-03-22,9,-,-,Country Comfort,TV Show,Yes,19-Mar-21,1,2
2021-03-22,10,10,-,The Last Blockbuster,Movie,,15-Mar-21,5,6
2021-03-23,1,1,-,Deadly Illusions,Movie,Yes,18-Mar-21,5,44
2021-03-23,2,4,2,Ginny & Georgia,TV Show,Yes,24-Feb-21,27,250
2021-03-23,3,2,-,Operation Varsity Blues,Movie,Yes,17-Mar-21,6,38
2021-03-23,4,3,1,Yes Day,Movie,Yes,12-Mar-21,10,95
2021-03-23,5,6,-,Jiu Jitsu,Movie,,20-Mar-21,2,11
2021-03-23,6,5,-,Savages,Movie,,16-Mar-21,7,48
2021-03-23,7,9,-,Country Comfort,TV Show,Yes,19-Mar-21,2,6
2021-03-23,8,-,6,Cocomelon,TV Show,,01-Jun-20,153,459
2021-03-23,9,8,3,The One,TV Show,Yes,12-Mar-21,10,58
2021-03-23,10,7,-,Skylines,Movie,,18-Mar-21,4,9
2021-03-24,1,1,-,Deadly Illusions,Movie,Yes,18-Mar-21,6,54
2021-03-24,2,2,2,Ginny & Georgia,TV Show,Yes,24-Feb-21,28,259
2021-03-24,3,3,-,Operation Varsity Blues,Movie,Yes,17-Mar-21,7,46
2021-03-24,4,4,1,Yes Day,Movie,Yes,12-Mar-21,11,102
2021-03-24,5,6,5,Savages,Movie,,16-Mar-21,8,54
2021-03-24,6,7,-,Country Comfort,TV Show,Yes,19-Mar-21,3,11
2021-03-24,7,8,7,Cocomelon,TV Show,,01-Jun-20,154,463
2021-03-24,8,5,-,Jiu Jitsu,Movie,,20-Mar-21,3,14
2021-03-24,9,9,3,The One,TV Show,Yes,12-Mar-21,11,60
2021-03-24,10,-,8,iCarly,TV Show,,08-Feb-21,40,241
2021-03-25,1,2,2,Ginny & Georgia,TV Show,Yes,24-Feb-21,29,269
2021-03-25,2,1,-,Deadly Illusions,Movie,Yes,18-Mar-21,7,63
2021-03-25,3,3,6,Operation Varsity Blues,Movie,Yes,17-Mar-21,8,54
2021-03-25,4,7,7,Cocomelon,TV Show,,01-Jun-20,155,470
2021-03-25,5,6,-,Country Comfort,TV Show,Yes,19-Mar-21,4,17
2021-03-25,6,4,1,Yes Day,Movie,Yes,12-Mar-21,12,107
2021-03-25,7,9,5,The One,TV Show,Yes,12-Mar-21,12,64
2021-03-25,8,5,4,Savages,Movie,,16-Mar-21,9,57
2021-03-25,9,8,-,Jiu Jitsu,Movie,,20-Mar-21,4,16
2021-03-25,10,10,9,iCarly,TV Show,,08-Feb-21,41,242
2021-03-26,1,1,2,Ginny & Georgia,TV Show,Yes,24-Feb-21,30,279
2021-03-26,2,-,-,Who Killed Sara?,TV Show,Yes,24-Mar-21,1,9
2021-03-26,3,2,5,Deadly Illusions,Movie,Yes,18-Mar-21,8,71
2021-03-26,4,4,8,Cocomelon,TV Show,,01-Jun-20,156,477
2021-03-26,5,3,7,Operation Varsity Blues,Movie,Yes,17-Mar-21,9,60
2021-03-26,6,5,-,Country Comfort,TV Show,Yes,19-Mar-21,5,22
2021-03-26,7,6,1,Yes Day,Movie,Yes,12-Mar-21,13,111
2021-03-26,8,7,6,The One,TV Show,Yes,12-Mar-21,13,67
2021-03-26,9,10,10,iCarly,TV Show,,08-Feb-21,42,244
